Handle,Title,"Body (HTML)",Vendor,"Product Category",Type,Tags,Published,"Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Option3 Name","Option3 Value","Option3 Linked To","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Unit Price Total Measure","Unit Price Total Measure Unit","Unit Price Base Measure","Unit Price Base Measure Unit","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Dimension (product.metafields.custom.dimension)","Finish (product.metafields.custom.finish)","Material (product.metafields.custom.material)","Google: Custom Product (product.metafields.mm-google-shopping.custom_product)","Artwork frame material (product.metafields.shopify.artwork-frame-material)","Backrest type (product.metafields.shopify.backrest-type)","Bulb cap type (product.metafields.shopify.bulb-cap-type)","Color (product.metafields.shopify.color-pattern)","Decoration material (product.metafields.shopify.decoration-material)","Frame style (product.metafields.shopify.frame-style)","Furniture/Fixture features (product.metafields.shopify.furniture-fixture-features)","Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material)","Light temperature (product.metafields.shopify.light-temperature)","Material (product.metafields.shopify.material)","Mounting type (product.metafields.shopify.mounting-type)","Seat type (product.metafields.shopify.seat-type)","Shape (product.metafields.shopify.shape)","Style (product.metafields.shopify.style)","Theme (product.metafields.shopify.theme)","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item",Status
axis,Axis,"<p><span>The Axis table redefines modern elegance with its clean lines and artistic flair. Each of its cylindrical legs tells a unique story: one adorned with vertical rings, the other with horizontal rings, creating a captivating visual dialogue.A part of the Leidenschaft Essentials, it celebrates geometric shapes and prints, transforming concrete into a statement piece. This table seamlessly integrates into any decor, offering both functionality and a touch of contemporary sophistication to your space.</span></p>",leidenschaft.in,"Furniture > Tables > Kitchen & Dining Room Tables",Tables,"Essentials, Tables",true,Title,"Default Title",,,,,,,,LD-TT-001,76000.0,shopify,99,deny,manual,75000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc453743eebb5735e02254_51.jpg?v=1757233464,1,,false,,,,,,,,,,,,,,"H: 35.6 in | W: 22 in | L: 57 in","Concrete Finish","Engineered Concrete | Engineered Wood",,,,,,,,,,,,,,,,,,kg,,,active
axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc453d3468c4548a24b5fd_54.jpg?v=1757233464,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc453d7632d1a21d9b492f_53.jpg?v=1757233465,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc453db40b02811a0bc5e7_52.jpg?v=1757233464,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold-verse,"Fold Verse","<p><span>Fold Verse is a poetic coffee table characterized by its folded design, reminiscent of origami artistry. The muted grey concrete color adds a modern touch, while a graphic print enhances the visual movement of the folds. This table combines functionality with artistic expression, creating a captivating focal point in any living space. FoldVerse invites you to appreciate the beauty of form and texture, making it a sophisticated addition to contemporary interiors that value both style and substance.</span></p>",leidenschaft.in,"Furniture > Tables > Accent Tables",Tables,"Essentials, Tables",true,Title,"Default Title",,,,,,,,LD-CT-005,51700.0,shopify,100,deny,manual,45000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc64ee2412ce1ba89abc8d_111.jpg?v=1757233338,1,,false,,,,,,,,,,,,,," H: 17 in |  W: 30 in | L: 35 in","Engineered Concrete","Engineered Concrete | Glass | Engineered Wood | Metal ",,,,,,,,,,,,,,,,,,kg,,,active
fold-verse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc64f5ac0a2afea09ee427_112.jpg?v=1757233338,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold-verse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc64f588bcb5ab84832216_114.jpg?v=1757233338,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold-verse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc64f503f232650a59384c_113.jpg?v=1757233337,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morph-coffee-table-sturdy-fluid,"Morph Coffee Table (Sturdy + Fluid)","<p><span>A striking blend of precision and organic flow, the Morph Coffee table embodies the duality of structure and fluidity. Beginning with a straight, sturdy form, the console gradually transitions into a fluidic concrete structure in its second half, as though it’s in the process of transforming. The interplay between its rigid foundation and sculptural, evolving silhouette invites contemplation of balance and transformation.</span></p>",leidenschaft.in,"Furniture > Tables > Accent Tables > Coffee Tables",Tables,"Malleka 2024 II, Tables",true,Title,"Default Title",,,,,,,,LD-ST-041,50000.0,shopify,100,deny,manual,125000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/169.jpg?v=1757233216,1,,false,,,,,,,,,,,,,,"L: 49 in | W: 22.4 in | H: 19 in",,"Engineered Concrete | Engineered Wood | Metal ",,,,,,,,,,,,,,,,,,kg,,,active
morph-coffee-table-sturdy-fluid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/170.jpg?v=1757233216,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drapes-sde-table-square,"Drapes Side Table (Square)","<p><span>A study in restraint and refinement, the Drape Side Table Square is a testament to the designer’s intuition—where material and form converge in effortless balance. Sculpted from concrete, its square silhouette is softened by fluid detailing, evoking the gentle fold of fabric frozen in time. Designed to integrate seamlessly into any space, Drape is more than a surface—it is a quiet presence, an anchor of sophistication that speaks in whispers rather than declarations.</span></p>",leidenschaft.in,"Furniture > Tables > Accent Tables",Tables,"Malleka 2025, Tables",true,Title,"Default Title",,,,,,,,"LD ST1 ID",18000.0,shopify,100,deny,manual,35000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/187.jpg?v=1757233152,1,,false,,,,,,,,,,,,,,"H: 21 in | L: 16 in | W: 16 in","Smooth Concrete","Engineered Concrete | Engineered Wood | Metal",,,,,,,,,,,,,,,,,,kg,,,active
drapes-sde-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/188.jpg?v=1757233152,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drapes-sde-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/189.jpg?v=1757233152,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drapes-sde-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/190.jpg?v=1757233152,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drapes-side-table-round,"Drapes Side Table (Round)","<p><span>A dialogue between fluidity and structure, the Drape Side Table Round captures the elegance of movement within the solidity of concrete. Its circular form is softened by delicate contours, evoking the gentle fall of fabric caught in stillness. Sculptural yet unassuming, Drape seamlessly integrates into its surroundings, offering a quiet sophistication that enhances without overpowering. A piece that exists effortlessly—grounded, graceful, and timeless.</span></p>",leidenschaft.in,"Furniture > Tables > Accent Tables > End Tables",Tables,"Malleka 2025, Tables",true,Title,"Default Title",,,,,,,,"LD St2 ID",16000.0,shopify,100,deny,manual,35000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/183.jpg?v=1757233079,1,,false,,,,,,,,,,,,,,"H: 20.5 in | Dia: 13.6 in","Smooth Concrete","Engineered Concrete | Engineered Wood | Metal ",,,,,,,,,,,,,,,,,,kg,,,active
drapes-side-table-round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/184.jpg?v=1757233079,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drapes-side-table-round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/185.jpg?v=1757233079,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drapes-side-table-round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/186.jpg?v=1757233079,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terra-curve,"Terra Curve","<p><span>Terra Curve is a terracotta desk that adds a touch of playfulness to your workspace with its elegantly curved top. Designed for both style and functionality, it features added drawers that provide ample storage space. The rich, earthy tones of terracotta combined with the desk’s unique curvature create a warm and inviting atmosphere, making Terra Curve a perfect blend of practicality and artistic flair for any home or office setting.</span></p>",leidenschaft.in,"Furniture > Office Furniture > Desks",Tables,"Essentials, Tables",true,Title,"Default Title",,,,,,,,LD-TT-002,80000.0,shopify,100,deny,manual,78000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66b9d95c829c86790fef6758_0V8A0281.jpg?v=1757232987,1,,false,,,,,,,,,,,,,,"H: 35.6 in | W: 22 in | L: 57 in","Engineered Concrete Finishing","Engineered Concrete | Engineered Wood ",,,,,,,,"free-standing; drawers",,,,,,,,,,kg,,,active
terra-curve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66b9d967f1947ab40ad1a86c_0V8A0299.jpg?v=1757232987,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terra-curve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66b9d96869a8ba5555bc989f_0V8A0286.jpg?v=1757232987,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl-peg-table,"Pearl Peg Table","<p><span>The Pear Peg Tables are a perfect blend of minimalism and luxury. Featuring a sleek concrete top inlaid with exquisite mother of pearl, these tables bring a touch of elegance to any space. The minimalistic peg legs provide a sturdy yet stylish foundation, ensuring the tables remain both functional and visually appealing. Ideal for modern interiors, these tables combine simplicity with sophisticated materials, making them a refined addition to your home decor.</span></p>",leidenschaft.in,"Furniture > Tables > Accent Tables",Tables,"Essentials, Tables",true,Title,"Default Title",,,,,,,,LD-ST-018,10000.0,shopify,100,deny,manual,12000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc6a057d14dde6fa256819_134.jpg?v=1757232914,1,,false,,,,,,,,,,,,,,"D | 11 IN,  H | 22 IN","Engineered Concrete Finish","Engineered Concrete | Engineered Wood | Metal ",,,,,,,,,,,,,,,,,,kg,,,active
pearl-peg-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc6a05a7a6a8a842891fae_133.jpg?v=1757232914,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl-peg-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc6a05a9aea3a47d896d44_132.jpg?v=1757232914,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl-peg-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc69fe71b64904b15429b0_131.jpg?v=1757232913,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sage-stone-table,"Sage Stone Table","<p>Sage Mono is a robust coffee table with a thick, strong pillar base that exudes warmth and strength.<br>The sage green color with aggregate texture adds a natural, earthy charm to any living space. Featuring a contrast tactile print on the base, this table blends functionality with tactile appeal. PillarWarmth invites you to relax and unwind in its cozy ambiance, making it a perfect centerpiece for modern interiors seeking both style and substance.</p>",leidenschaft.in,"Furniture > Tables > Accent Tables > Coffee Tables",Tables,"Essentials, Tables",true,Title,"Default Title",,,,,,,,LD-ST-019,26000.0,shopify,100,deny,manual,32500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/fd.png?v=1758279011,1,,false,,,,,,,,,,,,,,"H: 22 in | Dia: 20 in","Concrete | Brass | Metal","Engineered Concrete | Engineered Wood ",,,,,,,,,,,,,,,,,,kg,,,active
sage-stone-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/0V8A0505_-_Copy_f9eede8a-8a68-45df-a707-6131d5b090c0.jpg?v=1758279011,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sage-stone-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/0V8A0508_8f68df95-586f-40cc-bfd4-e844ee683463.jpg?v=1758279092,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loam-crest-tables,"Loam Crest Table","<p><meta charset=""utf-8"">Balanced geometry in tonal greys. The Loam Crest Tables feature tapered conical pedestals crafted from engineered concrete with a distinctive gradient finish, lighter grey at the base deepening to charcoal at the bowl-shaped crown. Each piece includes a spherical accent element, creating functional sculpture with architectural presence. The engineered wood and metal internal structure ensures stability while maintaining elegant proportions. </p>",leidenschaft.in,"Furniture > Tables > Accent Tables",Tables,"Malleka 2024 I, Tables",true,Title,"Default Title",,,,,,,,LD-ST-031,27000.0,shopify,100,deny,manual,88000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/120_6fddd5cc-b3db-40de-9859-6482bb51025b.jpg?v=1757232661,1,,false,,"Balanced geometry in tonal greys. The Loam Crest Tables feature tapered conical pedestals crafted from engineered concrete with a distinctive gradient finish, lighter grey at the base deepening to charcoal at the bowl-shaped crown. Each piece includes a spherical accent element, creating functional sculpture with architectural presence. The engineered wood and metal internal structure ensures stability while maintaining elegant proportions.

Available as a set of two pieces. ",,,,,,,,,,,,"H: 28.6 in (L) , 24.6 in (S) | W: 12 in (L),  10 in (S) | L: 13.7 in (L), 11.9 in (S)","Engineered Concrete Finish","Engineered Concrete | Engineered Wood | Metal ",,,,,,,,,,,,,,,,,,kg,,,active
