Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Dimension (product.metafields.custom.dimension),Finish (product.metafields.custom.finish),Material (product.metafields.custom.material),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Artwork frame material (product.metafields.shopify.artwork-frame-material),Backrest type (product.metafields.shopify.backrest-type),Bulb cap type (product.metafields.shopify.bulb-cap-type),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Frame style (product.metafields.shopify.frame-style),Furniture/Fixture features (product.metafields.shopify.furniture-fixture-features),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Light temperature (product.metafields.shopify.light-temperature),Material (product.metafields.shopify.material),Mounting type (product.metafields.shopify.mounting-type),Seat type (product.metafields.shopify.seat-type),Shape (product.metafields.shopify.shape),Style (product.metafields.shopify.style),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
origin-mirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/118.png?v=1757239495,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-mirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/147.png?v=1757239495,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-tealight-holder-i,Slowburn Tealight Holder I,"<p><meta charset=""utf-8"">Sculptural balance in earth and stone. The Slowburn Tealight Holder I showcases a terracotta dish elevated on rough volcanic rock, creating a striking platform for pillar candles or tealights. The contrast between smooth terracotta curves and raw stone texture brings natural drama to any setting. This versatile holder works beautifully solo or grouped with others from the collection, casting warm shadows that dance across surfaces.</p>",leidenschaft.in,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,"",Echoes of the earth,true,Title,Default Title,,,,,,,,LD-CS-SB 7,600.0,shopify,100,deny,manual,4000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/4214/3527/files/149.png?v=1758686903,1,"",false,Buy Slowburn Tealight Holder I Online in India,"Small enough to disappear into a corner, yet impossible to miss once lit. A whisper of light that turns the air intimate.",,,,,,,,,,,,"L4.5 "" W 4.5""  H 2""",,Engineered Concrete | Metal,,,,,red,,,,,,wood,,,,,,,kg,,,active
slowburn-tealight-holder-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/187.png?v=1758686903,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-tealight-holder-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/221.png?v=1758686903,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-multi-light-holder-iii,Slowburn Multi-Light Holder III,"<p><span data-sheets-root=""1"">A piece of the landscape, carved from permanence, made for ritual.</span></p>",leidenschaft.in,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,"","Echoes of the earth, Gifting",true,Title,Default Title,,,,,,,,LD-CS3-SB 6,2000.0,shopify,100,deny,manual,9500.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/4214/3527/files/153.png?v=1757239240,1,"",false,Buy Slowburn Multi-Light Holder III Online in India,,,,,,,,,,,,,"L 15"" W 5"" H 3.5""",,Engineered Concrete | Metal ,,,,,geometric; red; black,,,,,,ceramic; stone; wood,,,,,,,kg,,,active
slowburn-multi-light-holder-iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/75_135dc342-80a7-4e3d-b8bb-152c74282015.png?v=1757239240,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-multi-light-holder-iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/200_8a538fd4-4d65-4461-9704-b16a37ae3396.png?v=1757239239,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-multi-light-holder-iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/189.png?v=1757239240,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-multi-light-holder-iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/171_aaac116c-7163-4197-bd94-d4c579489562.png?v=1757239239,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-multi-light-holder-iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/172_78e35738-da4a-451a-92bb-e20ed6dcf8ab.png?v=1757239240,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-multi-light-holder-ii,Slowburn Multi-Light Holder II,"<p><span data-sheets-root=""1"">Small, almost secretive, holding a flicker that feels both ancient and personal.</span></p>",leidenschaft.in,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,"",Echoes of the earth,true,Title,Default Title,,,,,,,,LD-CS-SB 5,950.0,shopify,100,deny,manual,6000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/4214/3527/files/12.png?v=1757239107,1,"",false,Buy Slowburn Multi-Light Holder II Online in India,,,,,,,,,,,,,"L 6.5"" W 4.5"" H 5""",,Engineered Concrete | Metal ,,,,,geometric,,,,,,ceramic; stone,,,,,,,kg,,,active
slowburn-multi-light-holder-ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/Untitled_1024_x_1707_px_1280_x_1707_px.png?v=1758090891,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-multi-light-holder-i,Slowburn Multi-Light Holder I,"<p><span data-sheets-root=""1"">Pieces of earth reshaped to cradle light, not competing with the flame but simply letting it be.</span></p>",leidenschaft.in,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,"",Echoes of the earth,true,Title,Default Title,,,,,,,,LD-CS-SB 4,1500.0,shopify,100,deny,manual,6500.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/4214/3527/files/216.png?v=1757238997,1,"",false,,,,,,,,,,,,,,"L 5.5"" W 4.5"" H 7'",,Engineered Concrete | Metal ,,,,,,,,,,,,,,,,,,kg,,,active
slowburn-multi-light-holder-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/128.png?v=1757238997,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-multi-light-holder-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/35.png?v=1757238997,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-dual-candle-holder,Slowburn Dual Candle Holder,"<p><meta charset=""utf-8"">Raw elegance carved from nature. The Slowburn Dual Candle Holder features jagged black stone formations that cradle two taper candles, creating dramatic ambiance for dining or display. Each piece showcases unique natural striations and textures, making every holder one-of-a-kind. The rough-hewn stone contrasts beautifully with smooth candle lines, bringing organic sophistication to modern interiors. Perfect for intimate dinners or meditative moments.</p>",leidenschaft.in,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,"",Echoes of the earth,true,Title,Default Title,,,,,,,,LD-CS-SB 3,650.0,shopify,100,deny,manual,7500.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/4214/3527/files/105.png?v=1757238898,1,"",false,,,,,,,,,,,,,,"L 2.9"" W 2.6"" H 5.6""",,Engineered Concrete | Metal ,,,,,gray; brown; white,,,,,,stone,,,,,,,kg,,,active
slowburn-dual-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/9.png?v=1757238898,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-dual-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/26.png?v=1757238898,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-dual-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/58.png?v=1757238898,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-dual-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/77.png?v=1757238898,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-candle-holder-ii,Slowburn Candle Holder II,"<p><span data-sheets-root=""1"">A form that feels weathered, almost tide-worn, holding its flame like an offering, quiet, humble, and eternal.</span></p>",leidenschaft.in,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,"",Echoes of the earth,true,Title,Default Title,,,,,,,,LD-CS-SB 2,1100.0,shopify,99,deny,manual,6200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/4214/3527/files/68.png?v=1757238762,1,"",false,,,,,,,,,,,,,,"L 4.3"" W 3.9"" H 4.5""",,Engineered Concrete | Metal ,,,,,,,,,,,,,,,,,,kg,,,active
slowburn-candle-holder-ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/53.png?v=1757238762,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-candle-holder-i,Slowburn Candle Holder I,"<p><span data-sheets-root=""1"">Two forms meeting, neither dominant, each giving way to the other, holding a single flame steady.</span></p>",leidenschaft.in,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,"",Echoes of the earth,true,Title,Default Title,,,,,,,,LD-CS2-SB 1,1930.0,shopify,100,deny,manual,9500.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66.png?v=1757238653,1,"",false,,,,,,,,,,,,,,"L 8"" W 5"" H 5"" ",,Engineered Concrete | Metal ,,,,,black; white; gray,,,,,,stone,,,,,,,kg,,,active
slowburn-candle-holder-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/6.png?v=1757238653,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-candle-holder-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/64.png?v=1757238653,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-candle-holder-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/84.png?v=1757238653,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-candle-holder-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/96.png?v=1757238653,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-candle-holder-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/206.png?v=1757238653,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-incense-stick-holder-ii,Slowburn Multi Light Holder,"<p><meta charset=""utf-8"">Sophisticated simplicity in terracotta and stone. The Slowburn Multi Light Holder features an elongated terracotta tray designed for three taper candles, creating graduated heights for dynamic display. A companion piece, a terracotta dish balanced on rough black stone completes the set, ideal for catching wax or holding small objects. Warm earthen tones and contrasting textures bring organic elegance to dining tables, mantels, or quiet corners.</p>",leidenschaft.in,Home & Garden > Decor > Home Fragrance Accessories > Incense Holders,"","Echoes of the earth, Gifting",true,Title,Default Title,,,,,,,,LD-IH-SB 2,1790.0,shopify,100,deny,manual,8500.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/4214/3527/files/73.png?v=1757238508,1,"",false,,,,,,,,,,,,,,"L 15"" W 4"" H 3.5"" ",,Engineered Concrete | Metal ,,,,,geometric; black; gray; red,,,,,,stone; ceramic; wood,,,,,,,kg,,,active
slowburn-incense-stick-holder-ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/200.png?v=1757238507,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-incense-stick-holder-ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/172.png?v=1757238507,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-incense-stick-holder-ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/171.png?v=1757238508,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-incense-stick-holder-ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/88.png?v=1757238508,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-incense-stick-holder-ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/75.png?v=1757238507,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-incense-stick-holder-ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/2.png?v=1757238508,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-incense-stick-holder-i,Slowburn Incense Stick Holder I,"<p><span data-sheets-root=""1"">Quiet little altars, holding smoke the way stone holds heat, ephemeral, fleeting, but deeply grounding.</span></p>",leidenschaft.in,Home & Garden > Decor > Home Fragrance Accessories > Incense Holders,"",Echoes of the earth,true,Title,Default Title,,,,,,,,LD-IH-SB 1,1100.0,shopify,100,deny,manual,7500.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/4214/3527/files/158.png?v=1757238336,1,"",false,,,,,,,,,,,,,,"L 12"" W 2"" H 3.5""",,Engineered Concrete | Metal ,,,,,black; brown; gray,,,,,,stone; wood,,,,,,,kg,,,active
slowburn-incense-stick-holder-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/5.png?v=1757238338,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slowburn-incense-stick-holder-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/22.png?v=1757238336,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-bench,Origin Bench,"<p><meta charset=""utf-8"">Flowing form meets grounded strength. The Origin Bench features a smooth, curved concrete seat that appears to float between two textured pillars. The seamless arc creates an inviting silhouette, while the raw concrete bases anchor the design with organic texture. This sculptural piece transforms seating into art, perfect for entryways, galleries, or outdoor spaces. Crafted from weather-resistant engineered concrete for lasting beauty.</p>",leidenschaft.in,Furniture > Benches,"",Echoes of the earth,true,Title,Default Title,,,,,,,,LD-BN-OR 1,40000.0,shopify,99,deny,manual,45000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/4214/3527/files/90.png?v=1757238176,1,"",false,,,,,,,,,,,,,,"L 66"" W 16 "" H 19 """,,Engineered Concrete | Engineered Wood ,,,,,beige; brown,,,,wood,,,,,,,,,kg,,,active
origin-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/24.png?v=1757238177,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/86.png?v=1757238176,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/120.png?v=1757238177,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/169.png?v=1757238176,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-peg-table-ii,Origin Peg Table II,"<p><meta charset=""utf-8"">Sculptural simplicity defined. The Origin Peg Table II showcases the signature tapered form with a smooth circular top flowing into a textured base. The natural gradient from refined concrete to rough, earthy texture creates visual interest while maintaining functional elegance. This versatile accent piece works beautifully beside sofas, beds, or as a plant stand, bringing organic warmth to contemporary spaces.</p>",leidenschaft.in,Home & Garden > Decor > Vases,"",Echoes of the earth,true,Title,Default Title,,,,,,,,LD-PT-OR 2,10400.0,shopify,100,deny,manual,20000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/4214/3527/files/63.png?v=1757238065,1,"",false,,,,,,,,,,,,,,"Dia 10"" H 25.4""",,Engineered Concrete | Metal | Engineered Wood,,,,,,,,,,,,,,,,,,kg,,,active
origin-peg-table-ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/226.png?v=1757238065,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-peg-table-i,Origin Peg Table I,"<p><meta charset=""utf-8"">Elegance rises from the earth. The Origin Peg Table I collection features two tapered concrete pedestals at varying heights, each showcasing the signature gradient from smooth tops to richly textured bases. These versatile pieces function beautifully as individual accent tables or grouped together for dynamic display. The natural stone-beige finish and organic texture bring warmth to minimalist interiors while providing practical surfaces for plants, books, or decorative objects.</p>",leidenschaft.in,Home & Garden > Decor > Vases,"",Echoes of the earth,true,Title,Default Title,,,,,,,,LD-PT-OR 1,24000.0,shopify,100,deny,manual,22000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/4214/3527/files/154.png?v=1757237975,1,"",false,,"Elegance rises from the earth. The Origin Peg Table I collection features two tapered concrete pedestals at varying heights, each showcasing the signature gradient from smooth tops to richly textured bases. These versatile pieces function beautifully as individual accent tables or grouped together for dynamic display. The natural stone-beige finish and organic texture bring warmth to minimalist interiors while providing practical surfaces for plants, books, or decorative objects.

The price is for one side table.",,,,,,,,,,,,"Dia 8"" H 21"" 24""",,Engineered Concrete | Engineered Wood ,,,,,,,,,,,,,,,,,,kg,,,active
